ID	SYMBOL	NAME	PRICE	CHANGE_24H%	VOLUME
wrapped-aave-ethereum-usdt	waethusdt	Wrapped Aave Ethereum USDT	1.14	-0.02912	11177419
minidoge-5	minidoge	Minidoge	1.84268e-7	0.40494	3436695
sui-bridged-usdt-sui	sbusdt	Sui Bridged USDT (Sui)	0.999482	-0.01535	126289457
apollo-diversified-credit-securitize-fund	acred	Apollo Diversified Credit Securitize Fund	1068.02	-0.01454	0
avant-usd	avusd	Avant USD	1	0.03564	200023
mina-protocol	mina	Mina Protocol	0.101629	7.30774	7019852
bitkub-coin	kub	KUB Coin	1.43	-0.0908	293097
stargate-bridged-weth	weth	Stargate Bridged WETH	3874.95	1.01469	5664965
wrapped-aave-ethereum-usdc	waethusdc	Wrapped Aave Ethereum USDC	1.15	0.00701	6778554
yu	yu	Yala Stablecoin	0.999214	-0.03057	88585
lorenzo-wrapped-bitcoin	enzobtc	Lorenzo Wrapped Bitcoin	111142	null	11542.68
oasis-network	rose	Oasis	0.01664422	9.78679	8522694
blur	blur	Blur	0.04794427	3.22347	10707904
peaq-2	peaq	peaq	0.086521	3.87127	5288213
hyperbeat-usdt	hbusdt	Hyperbeat USDT	1.074	-0.42256	390412
zignaly	zig	ZIGChain	0.085281	-1.85529	1938490
flare-bridged-xrp-flare	fxrp	Flare Bridged XRP (Flare)	2.49	-0.45972	2884604
rollbit-coin	rlb	Rollbit Coin	0.064457	4.74815	271352
ridges-ai	sn62	Ridges AI	37.12	13.17234	22235542
frax-usd	frxusd	Frax USD	0.999587	0.01142	3640621
avant-staked-usd	savusd	Avant Staked USD	1.11	0.00483	99950
verge	xvg	Verge	0.00717502	31.95881	49761569
verus-coin	vrsc	Verus	1.49	1.24533	1565.36
renzo-restaked-lst	pzeth	Renzo Restaked LST	4693.81	0.7234	5111.78
ozone-chain	ozo	Ozone Chain	0.131676	-0.33288	209458
moonwell-flagship-eth-morpho-vault	mweth	Moonwell Flagship ETH (Morpho Vault)	3914.19	0.90315	162.82
seda-2	seda	SEDA	0.189732	31.14743	2836243
resolv-rlp	rlp	Resolv Liquidity Provider Token	1.25	-0.06527	1168587
mantra-dao	om	MANTRA	0.105191	0.40699	23027473
gems-vip	gems	Gems VIP	0.189134	-0.19951	374513
cow-protocol	cow	CoW Protocol	0.220014	0.34814	6998950
pirate-chain	arrr	Pirate Chain	0.586239	-6.10314	626629
anzen-usdz	usdz	Anzen USDz	0.98875	-0.0072	54192
dola-usd	dola	DOLA	0.996487	-0.01215	2203479
frax-share	frax	Frax (prev. FXS)	1.27	-2.49433	7742200
holotoken	hot	Holo	0.00063778	2.35215	4505798
gaib-ai-dollar-alpha-usdc	aidausdc	Gaib AI Dollar Alpha USDC	0.981426	-0.06409	3875094
digibyte	dgb	DigiByte	0.00626071	4.37561	3347684
dfdv-staked-sol	dfdvsol	DFDV Staked SOL	189.01	null	944.05
centrifuge-2	cfg	Centrifuge	0.194903	-0.17719	1573973
edu-coin	edu	Open Campus	0.184281	3.15421	13374953
usda-3	usda	USDA	0.992344	-0.44463	17233941
sbtc-2	sbtc	sBTC	110176	1.07815	242280
skale	skl	SKALE	0.01815458	-0.56074	8521297
siacoin	sc	Siacoin	0.00195246	1.40559	5371152
xpin-network	xpin	XPIN Network	0.00702393	-1.34575	23530008
hashkey-ecopoints	hsk	HashKey Platform Token	0.321736	2.88714	691404
iotex	iotx	IoTeX	0.01131206	1.37725	6739886
vethor-token	vtho	VeThor	0.00111621	-0.50363	1812352
unit-plasma	uxpl	Unit Plasma	0.295416	-0.57386	2606621
mbg-by-multibank-group	mbg	MBG By Multibank Group	0.815084	37.06322	7219697
aelf	elf	aelf	0.131623	-0.24945	1441299
casper-network	cspr	Casper Network	0.00776827	-2.38185	1621974
moo-deng	moodeng	Moo Deng	0.106287	0.39247	15315531
onyc	onyc	Onchain Yield Coin	1.043	0.05633	716769
f-x-protocol-fxusd	fxusd	f(x) Protocol fxUSD	0.999658	0.00571	13661725
wrapped-savings-rusd	wsrusd	Wrapped Savings rUSD	1.046	-0.08711	25585
entangle	ntgl	Entangle	0.00017148	null	31.7
ordinals	ordi	ORDI	4.87	5.44453	22119967
gmx	gmx	GMX	9.88	0.66945	7006756
ai16z	ai16z	ai16z	0.092405	7.89991	221825696
vaultbridge-bridged-wbtc-katana	vbwbtc	VaultBridge Bridged WBTC (Katana)	109965	0.1876	4078199
illuvium	ilv	Illuvium	10.72	0.8017	7055946
tradable-singapore-fintech-ssl-2	pc0000023	Tradable Singapore Fintech SSL	1	0	0
polymesh	polyx	Polymesh	0.083003	3.46573	1837218
ring-usd	usdr	Ring USD	1	0.05854	9602.49
numeraire	nmr	Numeraire	12.54	6.87782	14406399
qusdt	qusdt	QL1 Bridged USDT (QL1)	0.999435	-0.01476	3754.56
world-mobile-token	wmtx	World Mobile Token	0.127689	-2.98279	5279402
